ang10,ang11,ang12,ang13,ang14,ang15,ang16,ang17,ang18,ang19,ang20,ang21,ang22,ang23,ang24,ang25
14.22294345,13.12798899,12.18972581,11.39394689,10.72833368,10.18244438,9.747465954,9.416421183,9.183782462,9.045765736,9,9,9,9,9,9
15.49078123,14.22294345,13.12798899,12.18972581,11.39394689,10.72833368,10.18244438,9.747465954,9.416421183,9.183782462,9.045765736,9,9,9,9,9
16.94994506,15.49078123,14.22294345,13.12798899,12.18972581,11.39394689,10.72833368,10.18244438,9.747465954,9.416421183,9.183782462,9.045765736,9,9,9,9
18.62099092,16.94994506,15.49078123,14.22294345,13.12798899,12.18972581,11.39394689,10.72833368,10.18244438,9.747465954,9.416421183,9.183782462,9.045765736,9,9,9
20.52707585,18.62099092,16.94994506,15.49078123,14.22294345,13.12798899,12.18972581,11.39394689,10.72833368,10.18244438,9.747465954,9.416421183,9.183782462,9.045765736,9,9
22.69387813,20.52707585,18.62099092,16.94994506,15.49078123,14.22294345,13.12798899,12.18972581,11.39394689,10.72833368,10.18244438,9.747465954,9.416421183,9.183782462,9.045765736,9
25.14991279,22.69387813,20.52707585,18.62099092,16.94994506,15.49078123,14.22294345,13.12798899,12.18972581,11.39394689,10.72833368,10.18244438,9.747465954,9.416421183,9.183782462,9.045765736
27.92686885,25.14991279,22.69387813,20.52707585,18.62099092,16.94994506,15.49078123,14.22294345,13.12798899,12.18972581,11.39394689,10.72833368,10.18244438,9.747465954,9.416421183,9.183782462
31.0595828,27.92686885,25.14991279,22.69387813,20.52707585,18.62099092,16.94994506,15.49078123,14.22294345,13.12798899,12.18972581,11.39394689,10.72833368,10.18244438,9.747465954,9.416421183
34.58652605,31.0595828,27.92686885,25.14991279,22.69387813,20.52707585,18.62099092,16.94994506,15.49078123,14.22294345,13.12798899,12.18972581,11.39394689,10.72833368,10.18244438,9.747465954
38.55030271,34.58652605,31.0595828,27.92686885,25.14991279,22.69387813,20.52707585,18.62099092,16.94994506,15.49078123,14.22294345,13.12798899,12.18972581,11.39394689,10.72833368,10.18244438
42.99749034,38.55030271,34.58652605,31.0595828,27.92686885,25.14991279,22.69387813,20.52707585,18.62099092,16.94994506,15.49078123,14.22294345,13.12798899,12.18972581,11.39394689,10.72833368
47.97965671,42.99749034,38.55030271,34.58652605,31.0595828,27.92686885,25.14991279,22.69387813,20.52707585,18.62099092,16.94994506,15.49078123,14.22294345,13.12798899,12.18972581,11.39394689
53.55335894,47.97965671,42.99749034,38.55030271,34.58652605,31.0595828,27.92686885,25.14991279,22.69387813,20.52707585,18.62099092,16.94994506,15.49078123,14.22294345,13.12798899,12.18972581
45.31728639,39.91732684,35.12618686,30.88299602,27.13252469,23.82446398,20.91335783,18.35769313,16.11997504,14.16625972,12.46571263,10.99058167,9.715882862,8.619115271,7.680279874,6.881475627
51.39301117,45.31728639,39.91732684,35.12618686,30.88299602,27.13252469,23.82446398,20.91335783,18.35769313,16.11997504,14.16625972,12.46571263,10.99058167,9.715882862,8.619115271,7.680279874
58.21837162,51.39301117,45.31728639,39.91732684,35.12618686,30.88299602,27.13252469,23.82446398,20.91335783,18.35769313,16.11997504,14.16625972,12.46571263,10.99058167,9.715882862,8.619115271
65.87442804,58.21837162,51.39301117,45.31728639,39.91732684,35.12618686,30.88299602,27.13252469,23.82446398,20.91335783,18.35769313,16.11997504,14.16625972,12.46571263,10.99058167,9.715882862
74.45111073,65.87442804,58.21837162,51.39301117,45.31728639,39.91732684,35.12618686,30.88299602,27.13252469,23.82446398,20.91335783,18.35769313,16.11997504,14.16625972,12.46571263,10.99058167
84.04675485,74.45111073,65.87442804,58.21837162,51.39301117,45.31728639,39.91732684,35.12618686,30.88299602,27.13252469,23.82446398,20.91335783,18.35769313,16.11997504,14.16625972,12.46571263
94.77075679,84.04675485,74.45111073,65.87442804,58.21837162,51.39301117,45.31728639,39.91732684,35.12618686,30.88299602,27.13252469,23.82446398,20.91335783,18.35769313,16.11997504,14.16625972
87.0800436,76.30070216,66.71135141,58.19409932,50.64181543,43.95817874,38.05522736,32.85366334,28.28129473,24.27271701,20.76850169,17.71474668,15.06240191,12.76713285,10.78851741,9.0900373
99.18000213,87.0800436,76.30070216,66.71135141,58.19409932,50.64181543,43.95817874,38.05522736,32.85366334,28.28129473,24.27271701,20.76850169,17.71474668,15.06240191,12.76713285,10.78851741
112.7454081,99.18000213,87.0800436,76.30070216,66.71135141,58.19409932,50.64181543,43.95817874,38.05522736,32.85366334,28.28129473,24.27271701,20.76850169,17.71474668,15.06240191,12.76713285
127.9364097,112.7454081,99.18000213,87.0800436,76.30070216,66.71135141,58.19409932,50.64181543,43.95817874,38.05522736,32.85366334,28.28129473,24.27271701,20.76850169,17.71474668,15.06240191
144.931035,127.9364097,112.7454081,99.18000213,87.0800436,76.30070216,66.71135141,58.19409932,50.64181543,43.95817874,38.05522736,32.85366334,28.28129473,24.27271701,20.76850169,17.71474668
163.9270037,144.931035,127.9364097,112.7454081,99.18000213,87.0800436,76.30070216,66.71135141,58.19409932,50.64181543,43.95817874,38.05522736,32.85366334,28.28129473,24.27271701,20.76850169
158.9310235,139.3202075,121.8535737,106.314614,92.50907993,80.26217071,69.41670589,59.83064754,51.37594796,43.9370879,37.40920282,31.69798587,26.71744354,22.39004029,18.64526263,15.41924717
180.9269438,158.9310235,139.3202075,121.8535737,106.314614,92.50907993,80.26217071,69.41670589,59.83064754,51.37594796,43.9370879,37.40920282,31.69798587,26.71744354,22.39004029,18.64526263
205.5777329,180.9269438,158.9310235,139.3202075,121.8535737,106.314614,92.50907993,80.26217071,69.41670589,59.83064754,51.37594796,43.9370879,37.40920282,31.69798587,26.71744354,22.39004029
233.1839817,205.5777329,180.9269438,158.9310235,139.3202075,121.8535737,106.314614,92.50907993,80.26217071,69.41670589,59.83064754,51.37594796,43.9370879,37.40920282,31.69798587,26.71744354
232.5822796,203.643256,177.9017686,155.0251265,134.7174539,116.7134112,100.7761125,86.69281835,74.27275181,63.34433929,53.75336818,45.36059291,38.04054452,31.68007649,26.17659021,21.437793
265.0915233,232.5822796,203.643256,177.9017686,155.0251265,134.7174539,116.7134112,100.7761125,86.69281835,74.27275181,63.34433929,53.75336818,45.36059291,38.04054452,31.68007649,26.17659021
301.5908471,265.0915233,232.5822796,203.643256,177.9017686,155.0251265,134.7174539,116.7134112,100.7761125,86.69281835,74.27275181,63.34433929,53.75336818,45.36059291,38.04054452,31.68007649
306.5365889,267.8581048,233.5282604,203.0809826,176.1025303,152.2258042,131.1233092,112.5038842,96.10661494,81.69865125,69.07102269,58.03642368,48.42650787,40.09003047,32.89053828,26.70514108
279.2467626,240.5038436,206.3926202,176.4017345,150.0783886,127.0210789,106.8738755,89.31967452,74.07674495,60.89302241,49.54372876,39.82743138,31.56376743,24.59084502,18.76335506,13.95042903
323.2020605,279.2467626,240.5038436,206.3926202,176.4017345,150.0783886,127.0210789,106.8738755,89.31967452,74.07674495,60.89302241,49.54372876,39.82743138,31.56376743,24.59084502,18.76335506
1134.748965,1226.552997,1316.914884,1405.636091,1492.557278,1577.548799,1660.509648,1741.362616,1820.047765,1896.523356,1970.757554,2042.73282,2112.438283,2179.872262,2245.038377,2307.94578
978.1992135,1068.376894,1157.50864,1245.33624,1331.652464,1416.29002,1499.112062,1580.010945,1658.903342,1735.723729,1810.425174,1882.971124,1953.339617,2021.515744,2087.494057,2151.274705
887.2859749,978.1992135,1068.376894,1157.50864,1245.33624,1331.652464,1416.29002,1499.112062,1580.010945,1658.903342,1735.723729,1810.425174,1882.971124,1953.339617,2021.515744,2087.494057
853.4464699,947.8606667,1041.751566,1134.748965,1226.552997,1316.914884,1405.636091,1492.557278,1577.548799,1660.509648,1741.362616,1820.047765,1896.523356,1970.757554,2042.73282,2112.438283
758.9589493,853.4464699,947.8606667,1041.751566,1134.748965,1226.552997,1316.914884,1405.636091,1492.557278,1577.548799,1660.509648,1741.362616,1820.047765,1896.523356,1970.757554,2042.73282
664.9454992,758.9589493,853.4464699,947.8606667,1041.751566,1134.748965,1226.552997,1316.914884,1405.636091,1492.557278,1577.548799,1660.509648,1741.362616,1820.047765,1896.523356,1970.757554
620.9066875,717.5185736,815.0573685,912.8740822,1010.435358,1107.303919,1203.121035,1297.597355,1390.493528,1481.619719,1570.824535,1657.985536,1743.008351,1825.821891,1906.3718,1984.621539
28877.87487,29555.79847,30201.7605,30817.52499,31404.73309,31964.91505,32499.4998,33009.81537,33497.11788,33962.55417,34407.21293,34832.11142,35238.18588,35626.31769,35997.33521,36352.00504
28166.12077,28877.87487,29555.79847,30201.7605,30817.52499,31404.73309,31964.91505,32499.4998,33009.81537,33497.11788,33962.55417,34407.21293,34832.11142,35238.18588,35626.31769,35997.33521
27418.52836,28166.12077,28877.87487,29555.79847,30201.7605,30817.52499,31404.73309,31964.91505,32499.4998,33009.81537,33497.11788,33962.55417,34407.21293,34832.11142,35238.18588,35626.31769
26632.95904,27418.52836,28166.12077,28877.87487,29555.79847,30201.7605,30817.52499,31404.73309,31964.91505,32499.4998,33009.81537,33497.11788,33962.55417,34407.21293,34832.11142,35238.18588
214.5056485,295.7050105,383.5883269,476.4463909,572.8800907,671.742686,772.0916479,873.1557877,974.3016945,1075.01005,1174.856272,1273.493105,1370.641712,1466.072172,1559.603346,1651.091793
25210.72944,25807.14096,26632.95904,27418.52836,28166.12077,28877.87487,29555.79847,30201.7605,30817.52499,31404.73309,31964.91505,32499.4998,33009.81537,33497.11788,33962.55417,34407.21293
25504.9931,25786.17221,26054.59563,26632.95904,27418.52836,28166.12077,28877.87487,29555.79847,30201.7605,30817.52499,31404.73309,31964.91505,32499.4998,33009.81537,33497.11788,33962.55417
25786.17221,26054.59563,26310.58637,26554.43954,26786.45229,27418.52836,28166.12077,28877.87487,29555.79847,30201.7605,30817.52499,31404.73309,31964.91505,32499.4998,33009.81537,33497.11788
26054.59563,26310.58637,26554.43954,26786.45229,27006.88964,27216.00248,27418.52836,28166.12077,28877.87487,29555.79847,30201.7605,30817.52499,31404.73309,31964.91505,32499.4998,33009.81537
26310.58637,26554.43954,26786.45229,27006.88964,27216.00248,27414.04377,27601.22679,27777.77947,28166.12077,28877.87487,29555.79847,30201.7605,30817.52499,31404.73309,31964.91505,32499.4998
26554.43954,26786.45229,27006.88964,27216.00248,27414.04377,27601.22679,27777.77947,27943.89011,28099.76226,28245.55783,28877.87487,29555.79847,30201.7605,30817.52499,31404.73309,31964.91505
312.0759779,336.2723565,359.9645802,383.0580521,405.4653195,427.1113213,447.9259379,467.8498502,486.8266247,504.8080427,521.7508213,572.8800907,671.742686,772.0916479,873.1557877,974.3016945
336.2723565,359.9645802,383.0580521,405.4653195,427.1113213,447.9259379,467.8498502,486.8266247,504.8080427,521.7508213,537.6162843,552.3697727,572.8800907,671.742686,772.0916479,873.1557877
359.9645802,383.0580521,405.4653195,427.1113213,447.9259379,467.8498502,486.8266247,504.8080427,521.7508213,537.6162843,552.3697727,565.981931,578.4253994,589.6769183,671.742686,772.0916479
383.0580521,405.4653195,427.1113213,447.9259379,467.8498502,486.8266247,504.8080427,521.7508213,537.6162843,552.3697727,565.981931,578.4253994,589.6769183,599.7162747,608.5267497,671.742686
446.7376583,469.4446648,491.2544597,512.1095243,531.9549206,550.74391,568.4345524,584.9893922,600.3748692,614.5626805,627.5263515,639.2434466,649.6944852,658.8634197,666.7346348,673.2970189
427.1113213,447.9259379,467.8498502,486.8266247,504.8080427,521.7508213,537.6162843,552.3697727,565.981931,578.4253994,589.6769183,599.7162747,608.5267497,616.0922246,622.4010838,627.4437904
406.5974162,425.5901761,443.6983288,460.8721754,477.0670902,492.2431764,506.3646763,519.4011815,531.3244472,542.11039,551.7380643,560.1900798,567.4498143,573.5051488,578.3461342,581.9629853
347.070828,363.441737,379.0004408,393.6996281,407.4969606,420.3544834,432.2396825,443.122543,452.9773333,461.7816434,469.51674,476.1649937,481.7132787,486.1508217,489.4673493,491.6576765
402.5700329,418.9363081,434.3833592,448.8700685,462.3595799,474.820432,486.2234951,496.5438616,505.7598538,513.8534099,520.807404,526.6092137,531.2484779,534.7151673,537.0043867,538.1113627
379.0004408,393.6996281,407.4969606,420.3544834,432.2396825,443.122543,452.9773333,461.7816434,469.51674,476.1649937,481.7132787,486.1508217,489.4673493,491.6576765,492.7169077,492.7169077
393.6996281,407.4969606,420.3544834,432.2396825,443.122543,452.9773333,461.7816434,469.51674,476.1649937,481.7132787,486.1508217,489.4673493,491.6576765,492.7169077,492.7169077,492.7169077
407.4969606,420.3544834,432.2396825,443.122543,452.9773333,461.7816434,469.51674,476.1649937,481.7132787,486.1508217,489.4673493,491.6576765,492.7169077,492.7169077,492.7169077,492.7169077
420.3544834,432.2396825,443.122543,452.9773333,461.7816434,469.51674,476.1649937,481.7132787,486.1508217,489.4673493,491.6576765,492.7169077,492.7169077,492.7169077,492.7169077,492.7169077
432.2396825,443.122543,452.9773333,461.7816434,469.51674,476.1649937,481.7132787,486.1508217,489.4673493,491.6576765,492.7169077,492.7169077,492.7169077,492.7169077,492.7169077,492.7169077
8.699691389,7.380653623,6.304592573,5.436661854,4.747147046,4.210837261,3.807071686,3.519717453,3.336631581,3.249988766,3.249988766,3.249988766,3.249988766,3.249988766,3.249988766,3.249988766
7.380653623,6.304592573,5.436661854,4.747147046,4.210837261,3.807071686,3.519717453,3.336631581,3.249988766,3.249988766,3.249988766,3.249988766,3.249988766,3.249988766,3.249988766,3.249988766